entity_a,entity_b,source_flags,n_assertions,needs_review,region,source,quote,notes,entity_a_polygon_source,entity_a_polygon_id,entity_a_display_name,entity_a_match_method,entity_a_resolve_source,entity_b_polygon_source,entity_b_polygon_id,entity_b_display_name,entity_b_match_method,entity_b_resolve_source,homeland_complete
Hausa,Yoruba,icmid_jr_pair;keerthana_analysis,2,0,BurkinaFaso,"Yoruba_Enoch_2024
 [for Dakakari] Dakakari_Gummi_2023
 [for Gbari] Hausa_Beik_215_NK:p2
 [for Nupe] Dakakari_Gummi_2023
 [for Songhai] Songhai_Cisse_2013","As noted above, there is another kind of joking relationship that exists between
 two tribes. This is the case with the Yorùbá ethnic group in their relationship with
 the Hausa-Fulani ethnic group.
 [for Dakakari] The third joking relationship in Hausa is the one that exists between people
 who practice different but related trades and traditional occupations in Hausa society. This cultural phenomenon has contributed in no small measure to the stability and cohesion among the Hausa people on one hand and their neighboring
 tribes on the other; as there are also joking relationships between the Hausas and some of their neighbors, a clear example
 of which is the jokes existing between the Zamfarawa ethnic group of Hausaland and their southwestern neighbors, the
 Dakarkari (Clela) of Zuru in Kebbi state.
 [for Gbari] In Talala Mai Kaman Sake , the Troupe Amadou Dan Bassa incorporates other traditional, respected roles, those of the religious scholars, the malams , as well as the head of the samariya (Mai Samari) and the judge (Juju). ( 32 ) In the opening scene, Mai Samari reconciles a dispute between two members of the samariya who should have a jokingrelationship with each other ( wasan nangi ). Mai Samari draws out the example of different ethnic groups within Niger having a chain of such relationships with one another: Mai Samari: Haven’t you got that in your head? If he curses you, it’s not you he’s cursing. If you notice, if you go from here in the east to the west, our country is all one and the same. Listen to me carefully now. In this country the Beriberi joke with the Fulani, right? Musa: Yes. Mai Samari: If you continue, you’ll meet up with the Gwari who jokes with the man from Gobir, if you go even further, you’ll meet the man from Katsina who jokes with the man from Gobir, you go even further, you’ll see the man from the Arewa joking with the man from Adar ... (...) Look and you’ll see all of our country has the same mother, the same father, if you go [anywhere] they’ll tell you this people and that one have a joking relationship. (Scene 1) ( 33 ) This speech provides one of the central didactic points of the play, emphasizing traditional relationships as the basis of national unity and harmony. Audiences expect this sort of wise pronouncement from a community leader like Mai Samari. The actor chosen for the role,  Kaïlou Bako, a middle-aged man with impressive public-speaking ability, performed in accordance with those expectations, lending weight to the message of his lecture. ( 34 ) Talala Mai Kaman Sake , performance by the Troupe Amadou Dan Bassa of Zinder at the National Festival in Diffa, Niger, 8 April 1981.
 Talala Mai Kaman Sake , Scene 1. The transcription is mine with help from Yazi Dogo; the English translation is mine. The original
 Hausa:
 Mai Samari: Ba ka sa wannan a kanka? In ya zage ka ai ba kai ba ya zaga. Ai in ka lura, a ka dauka daga nan gabas
 zuwa yamma, [unknown]kasar wannan tamu kap! Gaba [unavailable]ayanta. Ka ji ko ka shurareni hwa! A nan
 [unknown]kasar nan, Baribari yana wasa da bahulatani. Ka ji ko?
 Musa: To.
 Mai Samari: In ka yi gaba, za ka tarda Baduwari yana wasa da Bagobiri, ka[unknown] kara yin gaba, ka tarda
 Bakatsine yana wasa da Bagobiri, ka [unknown]kara yin gaba, ka gan da Ba’are yana wasa da Ba’adare...
 (...) Ba ka duba ka ga [unknown]kasar tamu duk uwammu daya, ubammu [unknown]daya, an ka je an ce mutum
 wane da wane suna wasan nangi.
 Talala Mai Kaman Sake , performances in Tanout (9 March 1981), Diffa (8 April 1981), and Maradi (1 September 1981). 2/3
 [for Nupe] The Nupe people whose language is Nupe occupy the central part of Nigeria, precisely
 Niger state. They partake in joking relations with the Katsinawa.
 [for Songhai] The Hausa, the Zerma and the Sonrai, the
 Tuareg and the Sonrai the Fulbe and the Kanuri, the Zerma, the Sonrai and the Tuareg are paired
 joking kins.",,murdock,HAUSA,Hausa,index,ethnic_entity_index,murdock,YORUBA,Yoruba,index,ethnic_entity_index,1
Haya,LUO,icmid_jr_pair,1,0,East Africa,LUO_Muperasoka Ssentongo_2015,"Similarly the Haya, Zanaki, and Luo, because of sharing the Lake Victoria they now have warm joking material which emerged purely from utilizing water resources and trading. Almost each Tanzanian tribe or ethnic groups have a group fellow to joke with whenever individual meet in whatever circumstance including burial ceremonies.",,murdock,HAYA,Haya,index,ethnic_entity_index,murdock,LUO,Luo,index,ethnic_entity_index,1
HAYA,ZANAKI,icmid_jr_pair,1,0,East Africa,LUO_Muperasoka Ssentongo_2015,"Similarly the Haya, Zanaki, and Luo, because of sharing the Lake Victoria they now have warm joking material which emerged purely from utilizing water resources and trading. Almost each Tanzanian tribe or ethnic groups have a group fellow to joke with whenever individual meet in whatever circumstance including burial ceremonies.",,murdock,HAYA,Haya,index,ethnic_entity_index,,,ZANAKI,,,0
HA,MPEZENI,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Ngoni with Yao, Wemba, Ngindo, Nyakyusa, Kinga, Bena, Makonde, Mwera, Mbunga, Ha, Nyamwezi, Sukuma, Hehe, Kami, Luguru, Gogo, Nyiramba, Zaramu. Zigua with Nyamwezi, Sukuma, Kami, Luguru, Hehe, Gogo, and Zaramu. Digo with Zaramu, Kami, and Luguru.",Also called Ngoni,murdock,HA,HA,gis_exact,gis:murdock,murdock,MPEZENI,Mpezeni,index,ethnic_entity_index,1
Ha,NGONI,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Fifteen of the seventeen tribes investigated claim external utani as follows: Yao' with Ngoni, Langulu, and Potola (the last two in Southern Nyasaland). Ngoni with Yao, Wemba, Ngindo, Nyakyusa, Kinga, Bena, Makonde, Mwera, Mbunga, Ha, Nyamwezi, Sukuma, Hehe, Kami, Luguru, Gogo, Nyiramba, Zaramu. ALSO; Sumbwa (often regarded as Nyamwezi by distant tribes) with Ngoni, Gogo,Zaramu, Zigua. Nyamwezi with Ngoni, Gogo, Kami, Kaguru, Sagara, Zaramu, and Zigua.Zaramu with Ngoni, Mbunga, Nyamwezi, Sukuma, Zigua, Digo, arid Doe. Zigua with Nyamwezi, Sukuma, Kami, Luguru, Hehe, Gogo, and Zaramu. Nyiramba with Masai, Mbulu, Mangati, Mbugwe, Nyaturu, Gogo, and certain of the Nyamwezi.",Nyiramba are the people of this region,murdock,HA,HA,gis_exact,gis:murdock,greg,ANGONI,Ngoni,index,ethnic_entity_index,1
Ha,NYAMWEZI,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,Ha with Ngoni and certain Nyamwezi.,,murdock,HA,HA,gis_exact,gis:murdock,murdock,NYAMWEZI,Nyamwezi,index,ethnic_entity_index,1
HEHE,KINGA,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Kinga with Ngoni, Hehe, Bena, and Pangwa.",,murdock,HEHE,HEHE,gis_exact,gis:murdock,murdock,KINGA,KINGA,gis_exact,gis:murdock,1
HEHE,MBUNGA,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Mbunga with Yao (one branch), Ngoni, Pogoro, Makonde, Rufiji, Mawia, Kinga,Nyika, Hehe, Sangu, Gogo, Sagara, Vidunda, Kami, and Zaramu.",,murdock,HEHE,HEHE,gis_exact,gis:murdock,murdock,MBUNGA,Mbunga,index,ethnic_entity_index,1
HEHE,MPEZENI,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Ngoni with Yao, Wemba, Ngindo, Nyakyusa, Kinga, Bena, Makonde, Mwera, Mbunga, Ha, Nyamwezi, Sukuma, Hehe, Kami, Luguru, Gogo, Nyiramba, Zaramu. Zigua with Nyamwezi, Sukuma, Kami, Luguru, Hehe, Gogo, and Zaramu. Digo with Zaramu, Kami, and Luguru.",Also called Ngoni,murdock,HEHE,HEHE,gis_exact,gis:murdock,murdock,MPEZENI,Mpezeni,index,ethnic_entity_index,1
Hehe,NGONI,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Fifteen of the seventeen tribes investigated claim external utani as follows: Yao' with Ngoni, Langulu, and Potola (the last two in Southern Nyasaland). Ngoni with Yao, Wemba, Ngindo, Nyakyusa, Kinga, Bena, Makonde, Mwera, Mbunga, Ha, Nyamwezi, Sukuma, Hehe, Kami, Luguru, Gogo, Nyiramba, Zaramu. ALSO; Sumbwa (often regarded as Nyamwezi by distant tribes) with Ngoni, Gogo,Zaramu, Zigua. Nyamwezi with Ngoni, Gogo, Kami, Kaguru, Sagara, Zaramu, and Zigua.Zaramu with Ngoni, Mbunga, Nyamwezi, Sukuma, Zigua, Digo, arid Doe. Zigua with Nyamwezi, Sukuma, Kami, Luguru, Hehe, Gogo, and Zaramu. Nyiramba with Masai, Mbulu, Mangati, Mbugwe, Nyaturu, Gogo, and certain of the Nyamwezi.",Nyiramba are the people of this region,murdock,HEHE,HEHE,gis_exact,gis:murdock,greg,ANGONI,Ngoni,index,ethnic_entity_index,1
HEHE,NYAKYUSA,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Nyakyusa with Ngoni (especially), Sangu, Hehe, and Gogo.",,murdock,HEHE,HEHE,gis_exact,gis:murdock,murdock,NYAKYUSA,Nyakyusa,index,ethnic_entity_index,1
HEHE,ZIGULA,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Zigua with Nyamwezi, Sukuma, Kami, Luguru, Hehe, Gogo, and Zaramu.",,murdock,HEHE,HEHE,gis_exact,gis:murdock,murdock,ZIGULA,Zigua,registry,synced from ethnic_entity_index,1
Hueda,POPO,icmid_jr_pair,1,0,West Africa,Bargou_Bigou_2019.pdf,"Dans cette partie du Bénin, il existe cette parenté à plaisanterie entre les peuples ci-
après : (i) Fon (à l‟intérieur de la collectivité et des clans) ; (ii) entre Fon et
Yorouba en remontant à leurs périodes de conflits armés du 17ème au à la première
moitié du 19ème siècle ; (iii) entre Xwla et Hueda (rapport de cousinage où le
premier se considère comme le plus grand que le second) ; (iv) Ayizo et Bopagbe
(Ayizo se considérant comme le plus grand et plus ancien que Bopagbe), (v) entre
Ayizo et Fon….",Another name for Xwla,,,Hueda,,,murdock,POPO,POPO,gis_exact,gis:murdock,0
ILA,Lozi,icmid_jr_pair,1,0,East Africa,C_M_N_White_1958.pdf,"Joking relations in Central Africa occur in a further form between pairs of tribes. Thus the Bemba joke with the Ngoni, and the Lozi with the Ila. The Luvale have no inter-tribal joking relations of this type",,murdock,ILA,Ila,index,ethnic_entity_index,murdock,LOZI,Lozi,index,ethnic_entity_index,1
IRAMBA,IRAQW,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Nyiramba with Masai, Mbulu, Mangati, Mbugwe, Nyaturu, Gogo, and certain of the Nyamwezi",,murdock,IRAMBA,Nyiramba,registry,synced from ethnic_entity_index,murdock,IRAQW,Mbulu,registry,synced from ethnic_entity_index,1
IRAMBA,Masai,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Nyiramba with Masai, Mbulu, Mangati, Mbugwe, Nyaturu, Gogo, and certain of the Nyamwezi",Nyiramba are also called Iramba; Source https://www.hadzabetribe.com/nyiramba-tribe/,murdock,IRAMBA,Nyiramba,registry,synced from ethnic_entity_index,murdock,MASAI,Masai,index,ethnic_entity_index,1
IRAMBA,Mbugwe,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Nyiramba with Masai, Mbulu, Mangati, Mbugwe, Nyaturu, Gogo, and certain of the Nyamwezi",Nyiramba are also called Iramba; Source https://www.hadzabetribe.com/nyiramba-tribe/,murdock,IRAMBA,Nyiramba,registry,synced from ethnic_entity_index,murdock,MBUGWE,MBUGWE,gis_exact,gis:murdock,1
IRAMBA,MPEZENI,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Nyiramba with Masai, Mbulu, Mangati, Mbugwe, Nyaturu, Gogo, and certain of the Nyamwezi",Nyiramba are also called Iramba; Source https://www.hadzabetribe.com/nyiramba-tribe/,murdock,IRAMBA,Nyiramba,registry,synced from ethnic_entity_index,murdock,MPEZENI,Mpezeni,index,ethnic_entity_index,1
IRAMBA,NGONI,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Fifteen of the seventeen tribes investigated claim external utani as follows: Yao' with Ngoni, Langulu, and Potola (the last two in Southern Nyasaland). Ngoni with Yao, Wemba, Ngindo, Nyakyusa, Kinga, Bena, Makonde, Mwera, Mbunga, Ha, Nyamwezi, Sukuma, Hehe, Kami, Luguru, Gogo, Nyiramba, Zaramu. ALSO; Sumbwa (often regarded as Nyamwezi by distant tribes) with Ngoni, Gogo,Zaramu, Zigua. Nyamwezi with Ngoni, Gogo, Kami, Kaguru, Sagara, Zaramu, and Zigua.Zaramu with Ngoni, Mbunga, Nyamwezi, Sukuma, Zigua, Digo, arid Doe. Zigua with Nyamwezi, Sukuma, Kami, Luguru, Hehe, Gogo, and Zaramu. Nyiramba with Masai, Mbulu, Mangati, Mbugwe, Nyaturu, Gogo, and certain of the Nyamwezi.",Nyiramba are the people of this region,murdock,IRAMBA,Nyiramba,registry,synced from ethnic_entity_index,greg,ANGONI,Ngoni,index,ethnic_entity_index,1
IRAMBA,NYAMWEZI,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Nyiramba with Masai, Mbulu, Mangati, Mbugwe, Nyaturu, Gogo, and certain of the Nyamwezi",Nyiramba are also called Iramba; Source https://www.hadzabetribe.com/nyiramba-tribe/,murdock,IRAMBA,Nyiramba,registry,synced from ethnic_entity_index,murdock,NYAMWEZI,Nyamwezi,index,ethnic_entity_index,1
IRAMBA,TATOGA,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Nyiramba with Masai, Mbulu, Mangati, Mbugwe, Nyaturu, Gogo, and certain of the Nyamwezi",,murdock,IRAMBA,Nyiramba,registry,synced from ethnic_entity_index,murdock,TATOGA,Mangati,registry,synced from ethnic_entity_index,1
IRAMBA,TURU,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Nyiramba with Masai, Mbulu, Mangati, Mbugwe, Nyaturu, Gogo, and certain of the Nyamwezi",,murdock,IRAMBA,Nyiramba,registry,synced from ethnic_entity_index,murdock,TURU,Nyaturu,registry,synced from ethnic_entity_index,1
Ireli,Sanga,llm_ehraf,1,0,WesternAfrica,/Dogon_Griaule_222_NK,"The people of Sanga mock the people of Ireli by saying:

yogo ireli s˛o yakoh[unknown]
ad[unknown]n[unknown] ¯na ku diana.
Tomorrow there will be tales at Ireli
Because (someone named) Adene has cooked an Ox's head.
Sanga.",Sanga habitually mock/taunt Ireli in sung jibes; inter-community patterned teasing.,,,Ireli,,,murdock,SANGA,SANGA,gis_exact,gis:murdock,0
JEN,Tsobo,icmid_jr_pair,1,0,West Africa,Cham_Adelberger_1999,"The Cham call the Tsobo ‘Kittam’ and regard them as close associates. They say that they have
a joking relationship with the following groups: the Jen, Chamba, Awak, Kamo, Bura, and Bacha-
ma of Dubunga. On a sectional level, the Looja have a joking relationship with the Dadiya. The
existence of a joking relationship is considered to be the result of a victory in interethnic fighting. It
is said that a Baobab tree was planted at Dubunga as a boundary marker after fighting with the
Bachama.",,murdock,JEN,JEN,gis_exact,gis:murdock,,,Tsobo,,,0
Jola,Serer,llm_ehraf,1,0,WesternAfrica,/wolof_99_nk,A joking relationship exists between Jola and Serer to this day.,Text states an ongoing culturally recognized joking relationship between these two ethnic groups.,,,Jola,,,murdock,SERER,Serer,index,ethnic_entity_index,0
Jukun,KANURI,icmid_jr_pair,1,0,West Africa,"Kanuri_Lohr_2005, [for Afo] Afo_Martin_2023","As regards joking relationships, we find that no Kanuri
 sub-groups are mentioned in this context, only “Kanuri” as a unit e.g. the
 Suwurti report that the Kanuri joke with Karekare, Jukun, Fulani, reflecting
 long-lasting areal contact (cf. Ibriszimow et al. 2001).
 [for Afo] They are labelled “Afo,” a derogatory term
 the British co-opted. According to Craven, “the Kanuri called the Eloyi “Aho,” a word I was
 told meant “let us go away and rest””140 in reference to their viewing the Eloyi as “slaves,”
 though they had a “joking relationship.”",,murdock,JUKUN,JUKUN,gis_exact,gis:murdock,murdock,KANURI,Kanuri,index,ethnic_entity_index,1
JUKUN,Munga Leelau,icmid_jr_pair,1,0,West Africa,"Munga_Adelberger_1993.pdf
 [for Kanuri] Kanuri_Lohr_2005","Thus, the Munga Leelau joke with the
 Jukun, Gomu and Kunini (the Kunini had fought with the Munga Doso).
 [for Kanuri] As regards joking relationships, we find that no Kanuri
 sub-groups are mentioned in this context, only “Kanuri” as a unit e.g. the
 Suwurti report that the Kanuri joke with Karekare, Jukun, Fulani, reflecting
 long-lasting areal contact (cf. Ibriszimow et al. 2001).",,murdock,JUKUN,JUKUN,gis_exact,gis:murdock,,,Munga Leelau,,,0
KABRE,Kotokoli,icmid_jr_pair,1,0,West Africa,Kabre_Adje_2019.pdf,"Une nouvelle ère s‟ouvrit ainsi dans les relatons entre les communautés Boo, Baatonu
et Nago. La plaisanterie à taquinerie encore appelée cousinage, ou parenté à taquinerie
n‟est pas l‟apanage des peuples Boo, Baatombu et Nago du Borgou. C‟est un
phénomène socioculturel bien connu dans la plupart des sociétés de l‟Afrique de
l‟ouest. Il s‟établit généralement entre les cousins issus des éléments mâles et des
éléments féminins d‟une même lignée. Le mariage est interdit entre ses cousins et
cousines parce qu‟ils descendent d‟un même ancêtre. Il s‟établit également entre des
peuples liés par un certains nombres de traditions, de phénomènes culturels. L‟histoire
de ces peuples est généralement marquée par des événements heureux ou malheureux
qu‟ils sont parvenus à gérer de façon consensuelle. On les appelle les peuples historico-
ethnique. C‟est le cas entre les Mossi et les Gulmantchéba du Burkina-Faso, entre les
Kabiè et les Kotokoli du Togo, entre les Djerma et les Boo-Baatonou. C‟est le cas
également entre les Boo et les Tchienga les Bokobaru du Nigéria.",,murdock,KABRE,KABRE,gis_exact,gis:murdock,,,Kotokoli,,,0
Kaguru,NYAMWEZI,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Nyamwezi with Ngoni, Gogo, Kami, Kaguru, Sagara, Zaramu, and Zigua.",,,,Kaguru,,,murdock,NYAMWEZI,Nyamwezi,index,ethnic_entity_index,0
Kaguru,SAGARA,icmid_jr_pair,1,0,East Africa,SAGARA_Stephen A Lucas_1974,"The central proposition that this paper is directed to examine is the degree to which utani provides an ideological framework which justifies differential access to resources while affirming social equality of the participants ; Mbunga with Yao (one branch), Ngoni, Pogoro, Makonde, Rufiji, Mawia, Kinga,Nyika, Hehe, Sangu, Gogo, Sagara, Vidunda, Kami, and Zaramu.",,,,Kaguru,,,murdock,SAGARA,SAGARA,gis_exact,gis:murdock,0
KAMBA,Nyamwezi,icmid_jr_pair,1,0,East Africa,lambert1947.pdf,"But the fact that the Kamba still, maintain utani (the so-called joking relationship or vituperative alliance) with the Nyamwezi (and apparently with no other tribe)",,murdock,KAMBA,KAMBA,gis_exact,gis:murdock,murdock,NYAMWEZI,Nyamwezi,index,ethnic_entity_index,1
KANEMBU,SHUWA,icmid_jr_pair,1,0,Central Africa,Kanuri_Cohen_73_NK,"Amongst the various

occupations, joking relations obtain between smiths and butchers; barber-
doctors and smiths; mallams (koranic teacher-priests) and hunters; kola-nut

wholesalers and retailers; dyers and tailors; a builder of mud houses and his
labourers; a fire-wood seller and his customers; pepper sellers and kola-nut
wholesalers. Joking relations also hold between clans such as Ngala’s and
Magumi; Nguma and T[unknown]ara; Kuburi and T[unknown]ara; Su’urti and
Kuburi; or between ethnic groups like Shuwa and Kanuri; Kurdi and Shuwa;
Hausa and Fulani; Kanuri and Fulani; Tubu and Monga; Monga and
B[unknown]adde; Kanembu and Wasili (Arabs).",,murdock,KANEMBU,Kanembu,index,ethnic_entity_index,murdock,SHUWA,Shuwa,index,ethnic_entity_index,1
Kanembu,Wasili (Arabs),llm_ehraf,1,0,WesternAfrica,/Kanuri_Cohen_73_NK,"Joking relations also hold between clans such as Ngala’s and Magumi; Nguma and T[unknown]ara; Kuburi and T[unknown]ara; Su’urti and Kuburi; or between ethnic groups like Shuwa and Kanuri; Kurdi and Shuwa; Hausa and Fulani; Kanuri and Fulani; Tubu and Monga; Monga and B[unknown]adde; Kanembu and Wasili (Arabs). In the above relationships which seem in all cases to cover an area of interrelations involving potential conflicts, the joking takes the form (usually) of the grandparent-grandchild relationship.",Explicit listing of Kanembu and Wasili (Arabs) as holding joking relations.,murdock,KANEMBU,Kanembu,index,ethnic_entity_index,murdock,SHUWA,Wasili,index,ethnic_entity_index,1
